    58.594  17474.709 0 # matmult_lib
   234.375  24350.944 0 # matmult_lib
   759.375  24121.237 0 # matmult_lib
   937.500  23754.081 0 # matmult_lib
  1134.375  23384.206 0 # matmult_lib
  2109.375  23337.987 0 # matmult_lib
  3750.000  23547.189 0 # matmult_lib
  5859.375  22832.832 0 # matmult_lib
  8437.500  22405.797 0 # matmult_lib
 11484.375  22794.461 0 # matmult_lib
 15000.000  22956.371 0 # matmult_lib
 18984.375  23437.715 0 # matmult_lib
 23437.500  23052.781 0 # matmult_lib
 28359.375  22958.705 0 # matmult_lib
 33750.000  23291.526 0 # matmult_lib
 39609.375  23525.343 0 # matmult_lib
 45937.500  23739.512 0 # matmult_lib
 52734.375  23333.875 0 # matmult_lib
 93750.000  23264.572 0 # matmult_lib
146484.375  23648.379 0 # matmult_lib
