    58.594   3949.004 0 # matmult_kmn
   234.375   3923.867 0 # matmult_kmn
   759.375   4011.763 0 # matmult_kmn
   937.500   4008.295 0 # matmult_kmn
  1134.375   3893.460 0 # matmult_kmn
  2109.375   3854.345 0 # matmult_kmn
  3750.000   3487.655 0 # matmult_kmn
  5859.375   3521.293 0 # matmult_kmn
  8437.500   3540.336 0 # matmult_kmn
 11484.375   3587.811 0 # matmult_kmn
 15000.000   3623.636 0 # matmult_kmn
 18984.375   3611.456 0 # matmult_kmn
 23437.500   3593.588 0 # matmult_kmn
 28359.375   3616.382 0 # matmult_kmn
 33750.000   3486.473 0 # matmult_kmn
 39609.375   3271.297 0 # matmult_kmn
 45937.500   2908.235 0 # matmult_kmn
 52734.375   2462.484 0 # matmult_kmn
 93750.000   2070.037 0 # matmult_kmn
146484.375   2064.772 0 # matmult_kmn
