    58.594    518.558 0 # matmult_nmk
   234.375    509.718 0 # matmult_nmk
   937.500    476.744 0 # matmult_nmk
  2109.375    448.907 0 # matmult_nmk
  3750.000    394.717 0 # matmult_nmk
  5859.375    390.248 0 # matmult_nmk
  8437.500    389.461 0 # matmult_nmk
 11484.375    413.291 0 # matmult_nmk
 15000.000    426.604 0 # matmult_nmk
 18984.375    418.302 0 # matmult_nmk
 23437.500    427.398 0 # matmult_nmk
 28359.375    416.558 0 # matmult_nmk
 33750.000    427.474 0 # matmult_nmk
 39609.375    422.109 0 # matmult_nmk
 45937.500    434.148 0 # matmult_nmk
 52734.375    423.746 0 # matmult_nmk
 93750.000    423.919 248 # matmult_nmk
146484.375    426.566 968 # matmult_nmk
