    58.594    548.883 0 # matmult_knm
   234.375    544.271 0 # matmult_knm
   759.375    506.656 0 # matmult_knm
   937.500    487.667 0 # matmult_knm
  1134.375    479.671 0 # matmult_knm
  2109.375    465.024 0 # matmult_knm
  3750.000    418.864 0 # matmult_knm
  5859.375    387.732 0 # matmult_knm
  8437.500    419.269 0 # matmult_knm
 11484.375    400.205 0 # matmult_knm
 15000.000    399.779 0 # matmult_knm
 18984.375    372.518 0 # matmult_knm
 23437.500    294.998 0 # matmult_knm
 28359.375    208.803 0 # matmult_knm
 33750.000    291.238 0 # matmult_knm
 39609.375    225.963 0 # matmult_knm
 45937.500    271.820 0 # matmult_knm
 52734.375    209.016 0 # matmult_knm
 93750.000    277.448 248 # matmult_knm
146484.375    229.398 968 # matmult_knm
