    58.594   2015.981 0 # matmult_mnk
   234.375   1887.422 0 # matmult_mnk
   759.375   1768.417 0 # matmult_mnk
   937.500   1740.474 0 # matmult_mnk
  1134.375   1746.346 0 # matmult_mnk
  2109.375   1699.126 0 # matmult_mnk
  3750.000   1504.262 0 # matmult_mnk
  5859.375   1541.004 0 # matmult_mnk
  8437.500   1485.256 0 # matmult_mnk
 11484.375   1551.184 0 # matmult_mnk
 15000.000   1387.822 0 # matmult_mnk
 18984.375   1554.153 0 # matmult_mnk
 23437.500   1465.765 0 # matmult_mnk
 28359.375   1128.817 0 # matmult_mnk
 33750.000   1162.804 0 # matmult_mnk
 39609.375    929.208 0 # matmult_mnk
 45937.500    988.193 0 # matmult_mnk
 52734.375    845.175 0 # matmult_mnk
 93750.000    894.143 248 # matmult_mnk
146484.375    796.888 968 # matmult_mnk
