    58.594   4389.814 0 # matmult_mkn
   234.375   6248.311 0 # matmult_mkn
   759.375   5876.672 0 # matmult_mkn
   937.500   5916.460 0 # matmult_mkn
  1134.375   5997.598 0 # matmult_mkn
  2109.375   6029.164 0 # matmult_mkn
  3750.000   5678.425 0 # matmult_mkn
  5859.375   5440.101 0 # matmult_mkn
  8437.500   5468.491 0 # matmult_mkn
 11484.375   5472.256 0 # matmult_mkn
 15000.000   5554.270 0 # matmult_mkn
 18984.375   5506.313 0 # matmult_mkn
 23437.500   5523.141 0 # matmult_mkn
 28359.375   5475.565 0 # matmult_mkn
 33750.000   5422.614 0 # matmult_mkn
 39609.375   5305.716 0 # matmult_mkn
 45937.500   4544.046 0 # matmult_mkn
 52734.375   3344.318 0 # matmult_mkn
 93750.000   2303.249 248 # matmult_mkn
146484.375   2105.402 968 # matmult_mkn
