    58.594   5933.728 0 # matmult_blk 1000
   234.375   6317.427 0 # matmult_blk 1000
   937.500   5921.390 0 # matmult_blk 1000
  2109.375   6021.844 0 # matmult_blk 1000
  3750.000   5864.464 0 # matmult_blk 1000
  5859.375   5744.556 0 # matmult_blk 1000
  8437.500   5819.438 0 # matmult_blk 1000
 11484.375   5919.395 0 # matmult_blk 1000
 15000.000   5986.497 0 # matmult_blk 1000
 18984.375   5916.401 0 # matmult_blk 1000
 23437.500   5689.578 0 # matmult_blk 1000
 28359.375   5579.657 0 # matmult_blk 1000
 33750.000   5035.273 0 # matmult_blk 1000
 39609.375   5057.395 0 # matmult_blk 1000
 45937.500   5100.963 0 # matmult_blk 1000
 52734.375   5147.064 0 # matmult_blk 1000
 93750.000   5052.119 248 # matmult_blk 1000
146484.375   5024.108 968 # matmult_blk 1000
