    58.594   2105.831 0 # matmult_knm
   234.375   2311.763 0 # matmult_knm
   937.500   1735.367 0 # matmult_knm
  2109.375   1290.740 0 # matmult_knm
  3750.000   1180.294 0 # matmult_knm
  5859.375   1176.047 0 # matmult_knm
  8437.500   1243.735 0 # matmult_knm
 11484.375   1249.436 0 # matmult_knm
 15000.000   1096.408 0 # matmult_knm
 18984.375   1279.866 0 # matmult_knm
 23437.500   1307.046 0 # matmult_knm
 28359.375   1315.243 0 # matmult_knm
 33750.000   1148.700 0 # matmult_knm
 39609.375   1315.592 0 # matmult_knm
 45937.500   1311.479 0 # matmult_knm
 52734.375    875.884 0 # matmult_knm
    58.594   2551.346 0 # matmult_knm
   234.375   2418.888 0 # matmult_knm
    58.594   2445.193 0 # matmult_knm
   234.375   2286.429 0 # matmult_knm
    58.594   2575.132 0 # matmult_knm
   234.375   2340.827 0 # matmult_knm
