    58.594   2038.820 0 # matmult_nmk
   234.375   1878.158 0 # matmult_nmk
   937.500   1726.303 0 # matmult_nmk
  2109.375   1710.588 0 # matmult_nmk
  3750.000   1661.474 0 # matmult_nmk
  5859.375   1663.942 0 # matmult_nmk
  8437.500   1676.154 0 # matmult_nmk
 11484.375   1716.992 0 # matmult_nmk
 15000.000   1704.708 0 # matmult_nmk
 18984.375   1702.275 0 # matmult_nmk
 23437.500   1632.462 0 # matmult_nmk
 28359.375   1646.694 0 # matmult_nmk
 33750.000   1629.135 0 # matmult_nmk
 39609.375   1528.137 0 # matmult_nmk
 45937.500   1537.215 0 # matmult_nmk
 52734.375   1397.213 0 # matmult_nmk
 93750.000   1342.732 248 # matmult_nmk
146484.375   1350.255 968 # matmult_nmk
