    58.594   2018.086 0 # matmult_nat
   234.375   1874.467 0 # matmult_nat
   759.375   1763.921 0 # matmult_nat
   937.500   1741.639 0 # matmult_nat
  1134.375   1739.349 0 # matmult_nat
  2109.375   1689.971 0 # matmult_nat
  3750.000   1470.444 0 # matmult_nat
  5859.375   1549.259 0 # matmult_nat
  8437.500   1483.642 0 # matmult_nat
 11484.375   1552.386 0 # matmult_nat
 15000.000   1376.581 0 # matmult_nat
 18984.375   1557.607 0 # matmult_nat
 23437.500   1475.700 0 # matmult_nat
 28359.375   1138.220 0 # matmult_nat
 33750.000   1186.544 0 # matmult_nat
 39609.375    827.871 0 # matmult_nat
 45937.500    988.829 0 # matmult_nat
 52734.375    911.542 0 # matmult_nat
 93750.000    894.503 248 # matmult_nat
146484.375    803.075 968 # matmult_nat
