    58.594   3181.102 0 # matmult_knm
   234.375   3121.105 0 # matmult_knm
   937.500   2118.906 0 # matmult_knm
  2109.375   1488.849 0 # matmult_knm
  3750.000   1187.499 0 # matmult_knm
  5859.375   1208.347 0 # matmult_knm
  8437.500   1239.436 0 # matmult_knm
 11484.375   1257.682 0 # matmult_knm
 15000.000   1044.765 0 # matmult_knm
 18984.375   1294.343 0 # matmult_knm
 23437.500   1209.402 0 # matmult_knm
 28359.375   1245.960 0 # matmult_knm
 33750.000   1103.666 0 # matmult_knm
 39609.375    716.884 0 # matmult_knm
 45937.500    834.251 0 # matmult_knm
 52734.375    756.202 0 # matmult_knm
 93750.000    854.066 248 # matmult_knm
146484.375    717.464 968 # matmult_knm
