    58.594    506.179 0 # matmult_nkm
   234.375    495.192 0 # matmult_nkm
   937.500    430.445 0 # matmult_nkm
  2109.375    410.000 0 # matmult_nkm
  3750.000    369.368 0 # matmult_nkm
  5859.375    336.066 0 # matmult_nkm
  8437.500    394.057 0 # matmult_nkm
 11484.375    350.820 0 # matmult_nkm
 15000.000    392.053 0 # matmult_nkm
 18984.375    372.001 0 # matmult_nkm
 23437.500    413.190 0 # matmult_nkm
 28359.375    377.156 0 # matmult_nkm
 33750.000    421.388 0 # matmult_nkm
 39609.375    386.584 0 # matmult_nkm
 45937.500    416.834 0 # matmult_nkm
 52734.375    371.506 0 # matmult_nkm
    58.594   2658.139 0 # matmult_nkm
   234.375   2372.554 0 # matmult_nkm
    58.594   2452.677 0 # matmult_nkm
   234.375   2354.796 0 # matmult_nkm
    58.594   2577.017 0 # matmult_nkm
   234.375   2300.987 0 # matmult_nkm
