    58.594   7498.102 0 # matmult_kmn
   234.375   6974.083 0 # matmult_kmn
   937.500   7096.691 0 # matmult_kmn
  2109.375   6922.007 0 # matmult_kmn
  3750.000   5748.333 0 # matmult_kmn
  5859.375   5360.430 0 # matmult_kmn
  8437.500   5406.817 0 # matmult_kmn
 11484.375   5656.612 0 # matmult_kmn
 15000.000   5744.174 0 # matmult_kmn
 18984.375   5738.764 0 # matmult_kmn
 23437.500   5701.094 0 # matmult_kmn
 28359.375   5459.167 0 # matmult_kmn
 33750.000   4971.954 0 # matmult_kmn
 39609.375   3132.765 0 # matmult_kmn
 45937.500   3455.071 0 # matmult_kmn
 52734.375   2998.136 0 # matmult_kmn
 93750.000   2613.622 248 # matmult_kmn
146484.375   2335.979 968 # matmult_kmn
