    58.594    590.363 0 # matmult_kmn
   234.375    584.826 0 # matmult_kmn
   759.375    583.312 0 # matmult_kmn
   937.500    589.579 0 # matmult_kmn
  1134.375    586.648 0 # matmult_kmn
  2109.375    583.676 0 # matmult_kmn
  3750.000    588.740 0 # matmult_kmn
  5859.375    591.537 0 # matmult_kmn
  8437.500    591.600 0 # matmult_kmn
 11484.375    566.381 0 # matmult_kmn
 15000.000    576.662 0 # matmult_kmn
 18984.375    568.647 0 # matmult_kmn
 23437.500    584.881 0 # matmult_kmn
 28359.375    580.428 0 # matmult_kmn
 33750.000    573.704 0 # matmult_kmn
 39609.375    570.155 0 # matmult_kmn
 45937.500    567.063 0 # matmult_kmn
 52734.375    569.615 0 # matmult_kmn
 93750.000    584.219 0 # matmult_kmn
146484.375    588.489 0 # matmult_kmn
