    58.594    517.370 0 # matmult_nmk
   234.375    513.900 0 # matmult_nmk
   937.500    488.814 0 # matmult_nmk
  2109.375    470.127 0 # matmult_nmk
  3750.000    414.034 0 # matmult_nmk
  5859.375    405.731 0 # matmult_nmk
  8437.500    404.134 0 # matmult_nmk
 11484.375    424.983 0 # matmult_nmk
 15000.000    416.397 0 # matmult_nmk
 18984.375    431.163 0 # matmult_nmk
 23437.500    439.532 0 # matmult_nmk
 28359.375    445.463 0 # matmult_nmk
 33750.000    455.162 0 # matmult_nmk
 39609.375    452.758 0 # matmult_nmk
 45937.500    456.926 0 # matmult_nmk
 52734.375    462.792 0 # matmult_nmk
 93750.000    462.765 0 # matmult_nmk
146484.375    465.895 0 # matmult_nmk
